Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCB54,OUT045,1745.6016378378379
NCF31,OUT035,2381.1152733893537
FDJ08,OUT027,5273.4329108108095
NCC07,OUT017,1708.8474512621385
NCD19,OUT027,1703.0223195652177
FDL46,OUT049,2154.952615195072
FDM20,OUT045,4124.236894170403
NCI06,OUT010,453.0593789473684
DRM11,OUT035,4658.686701052633
NCH07,OUT018,2399.630043478261
FDS23,OUT013,2154.952615195072
FDO49,OUT018,663.4091727272729
FDS35,OUT049,994.1082758620691
DRK39,OUT045,1277.6440901960793
DRI39,OUT049,988.851949565217
FDV04,OUT017,2381.1152733893537
NCN14,OUT035,3385.561105389219
FDH08,OUT013,3643.5197259842525
FDS20,OUT046,3385.561105389219
FDV40,OUT049,994.1082758620691
FDZ48,OUT010,286.9372305084746
FDS24,OUT027,2278.1195568627454
FDK44,OUT049,2398.4804807692312
FDS48,OUT045,2791.581775333334
FDK26,OUT010,522.9288314285714
FDD23,OUT045,3076.075090712743
NCH54,OUT017,2791.581775333334
NCP14,OUT010,189.825821875
FDM60,OUT010,89.83445208333332
FDV24,OUT017,2381.1152733893537
FDH08,OUT018,2887.6944439999997
FDS12,OUT027,3426.1036478873234
FDR39,OUT027,4848.238105882354
FDP12,OUT027,957.4485323943661
DRF60,OUT027,6318.503775257731
FDC09,OUT035,1708.8474512621385
FDF50,OUT018,3076.075090712743
FDG28,OUT035,4124.236894170403
NCE19,OUT017,851.7416346938776
NCM53,OUT010,243.2441552941177
NCN18,OUT049,1708.8474512621385
FDF32,OUT035,3076.075090712743
FDF11,OUT013,4124.236894170403
DRI59,OUT049,4124.236894170403
NCG54,OUT035,2791.581775333334
FDM44,OUT046,1708.8474512621385
FDT57,OUT018,2887.6944439999997
FDV24,OUT046,2381.1152733893537
FDI50,OUT019,519.5903199999999
FDS09,OUT035,663.4091727272729
NCC31,OUT027,3605.5251068965513
FDQ07,OUT019,672.8019966666668
FDC22,OUT017,3076.075090712743
FDZ56,OUT046,2791.581775333334
FDZ40,OUT019,179.43310000000005
FDS46,OUT027,3044.0779515151517
DRD24,OUT045,1745.6016378378379
FDV45,OUT017,3076.075090712743
FDL26,OUT045,2791.581775333334
FDA56,OUT018,1849.3513344827581
FDN27,OUT046,1922.149381714285
FDM20,OUT049,4124.236894170403
FDO16,OUT017,1550.5662553846148
FDL03,OUT035,3076.075090712743
FDE58,OUT046,1922.149381714285
FDI02,OUT027,3044.0779515151517
NCC55,OUT019,89.83445208333332
FDR03,OUT018,2887.6944439999997
FDB14,OUT017,1277.6440901960793
FDR45,OUT013,4124.236894170403
NCN07,OUT017,2154.952615195072
FDM51,OUT019,248.15902461538457
FDT52,OUT027,6318.503775257731
FDL26,OUT046,2791.581775333334
NCZ42,OUT046,4124.236894170403
DRI47,OUT019,310.31986857142846
FDW40,OUT013,2154.952615195072
FDN34,OUT046,2791.581775333334
FDS01,OUT035,2791.0116160377356
NCG55,OUT045,1745.6016378378379
FDC11,OUT035,1277.6440901960793
FDX35,OUT018,3389.185807547169
NCB06,OUT046,2791.581775333334
FDR09,OUT019,560.2469214285715
FDC53,OUT017,1708.8474512621385
FDY45,OUT013,4021.547234615386
FDA22,OUT010,400.1679933333333
FDE02,OUT035,1708.8474512621385
FDW21,OUT045,1461.8437959999997
FDV34,OUT046,1171.952739130435
FDS59,OUT049,1708.8474512621385
NCW17,OUT017,2154.952615195072
NCK54,OUT046,1922.149381714285
FDG17,OUT019,519.5903199999999
FDG35,OUT017,3328.0164318181846
FDD08,OUT010,89.83445208333332
NCO07,OUT017,3643.5197259842525
FDJ10,OUT010,286.9372305084746
FDW36,OUT017,1708.8474512621385
FDW21,OUT010,189.825821875
FDY19,OUT017,1922.149381714285
DRE03,OUT013,810.6187369565213
NCC55,OUT049,666.3033320574154
FDH52,OUT010,145.95815555555558
FDO09,OUT017,3752.764178947369
FDU43,OUT045,4124.236894170403
FDX09,OUT010,453.0593789473684
FDH40,OUT019,248.15902461538457
FDW58,OUT017,1708.8474512621385
FDC47,OUT017,3706.4460662983406
NCR41,OUT035,1461.8437959999997
DRG49,OUT035,3706.4460662983406
FDC52,OUT027,3605.5251068965513
FDY13,OUT046,1171.952739130435
FDY35,OUT013,666.3033320574154
FDI35,OUT017,3385.561105389219
NCU18,OUT049,2154.952615195072
FDY33,OUT018,2399.630043478261
FDC15,OUT027,4208.562772307692
FDU01,OUT049,2713.1569494505493
NCU42,OUT046,2381.1152733893537
NCV29,OUT018,2791.0116160377356
NCY30,OUT017,3385.561105389219
FDQ46,OUT049,1708.8474512621385
FDG58,OUT027,3605.5251068965513
FDK33,OUT017,3643.5197259842525
NCD07,OUT045,1745.6016378378379
NCX29,OUT027,3605.5251068965513
NCT42,OUT013,2381.1152733893537
DRN59,OUT035,810.6187369565213
FDI44,OUT035,1277.6440901960793
FDA45,OUT049,2694.563935714286
FDP31,OUT045,1171.952739130435
FDY01,OUT046,1922.149381714285
FDT09,OUT018,1683.5727341463416
DRH03,OUT027,2753.7020771929824
FDA36,OUT018,2713.1569494505493
NCF31,OUT017,2381.1152733893537
FDG14,OUT049,2381.1152733893537
FDG28,OUT027,6318.503775257731
FDU14,OUT049,4021.547234615386
FDY47,OUT019,335.7111555555556
FDI56,OUT049,1444.8818348484851
DRD01,OUT013,750.9352119047619
FDM22,OUT046,988.851949565217
FDH33,OUT013,666.3033320574154
DRZ24,OUT013,1922.149381714285
NCQ38,OUT046,1708.8474512621385
FDO16,OUT027,2278.1195568627454
FDU07,OUT027,3605.5251068965513
NCB07,OUT013,3076.075090712743
FDU48,OUT045,1745.6016378378379
NCM43,OUT045,2791.581775333334
FDR31,OUT010,390.2942169491527
DRK49,OUT018,399.83953199999996
NCI30,OUT010,672.8019966666668
DRD60,OUT017,3385.561105389219
NCG19,OUT046,3383.8741489795916
FDH12,OUT035,1708.8474512621385
FDM32,OUT035,1277.6440901960793
FDM27,OUT035,2791.581775333334
NCU53,OUT027,4471.840731343285
NCQ18,OUT046,1708.8474512621385
FDS10,OUT013,2398.4804807692312
FDB33,OUT027,4208.562772307692
FDI12,OUT013,1277.6440901960793
NCW42,OUT013,4124.236894170403
NCC06,OUT018,1683.5727341463416
FDW02,OUT017,2154.952615195072
NCD43,OUT017,1708.8474512621385
FDM57,OUT018,1277.6440901960793
FDA58,OUT017,3706.4460662983406
FDK56,OUT046,3385.561105389219
FDP52,OUT045,4124.236894170403
FDW20,OUT018,1683.5727341463416
FDS52,OUT049,1708.8474512621385
NCT29,OUT018,1683.5727341463416
NCL54,OUT013,2694.563935714286
FDC05,OUT045,3076.075090712743
FDF34,OUT035,2713.1569494505493
FDP03,OUT027,3426.1036478873234
FDD32,OUT010,189.825821875
FDZ10,OUT045,1745.6016378378379
FDZ40,OUT035,851.7416346938776
FDD51,OUT018,399.83953199999996
NCY30,OUT019,400.1679933333333
FDP58,OUT017,3706.4460662983406
FDV49,OUT017,4658.686701052633
FDY24,OUT019,145.95815555555558
NCO55,OUT017,1708.8474512621385
FDR13,OUT017,1922.149381714285
FDS51,OUT017,988.851949565217
FDP26,OUT045,1461.8437959999997
NCB54,OUT027,3426.1036478873234
FDF32,OUT017,3076.075090712743
FDN31,OUT018,3076.075090712743
DRM48,OUT017,578.5896439716313
FDN20,OUT049,2453.7477006993004
DRL01,OUT046,3383.8741489795916
FDV56,OUT049,1708.8474512621385
DRH13,OUT027,2753.7020771929824
FDA03,OUT017,2453.7477006993004
FDF47,OUT027,4848.238105882354
FDX32,OUT046,2791.581775333334
FDX57,OUT049,1708.8474512621385
NCA30,OUT045,3076.075090712743
FDO49,OUT013,765.9678578947367
FDL04,OUT019,248.15902461538457
DRM48,OUT035,578.5896439716313
FDR16,OUT013,3383.8741489795916
NCC19,OUT018,3076.075090712743
NCE42,OUT045,4124.236894170403
FDY24,OUT017,851.7416346938776
FDH19,OUT049,2791.0116160377356
FDJ46,OUT013,2694.563935714286
FDN45,OUT010,560.2469214285715
FDY08,OUT035,2154.952615195072
FDZ37,OUT035,1277.6440901960793
NCT30,OUT045,810.6187369565213
DRY23,OUT018,399.83953199999996
NCZ30,OUT018,1849.3513344827581
FDC44,OUT018,1683.5727341463416
FDB45,OUT035,1708.8474512621385
FDY04,OUT013,2791.581775333334
FDM27,OUT046,2791.581775333334
FDZ43,OUT017,4124.236894170403
FDT39,OUT019,310.31986857142846
NCC06,OUT019,243.2441552941177
FDL15,OUT027,4208.562772307692
FDL57,OUT017,4171.458933333333
FDU08,OUT046,1708.8474512621385
FDK40,OUT017,4658.686701052633
FDQ12,OUT010,560.2469214285715
FDS48,OUT017,2791.581775333334
FDP09,OUT045,3643.5197259842525
FDW21,OUT049,1461.8437959999997
FDY25,OUT035,3385.561105389219
DRE13,OUT017,1550.5662553846148
FDV43,OUT019,89.83445208333332
FDD22,OUT045,1708.8474512621385
FDM46,OUT019,248.15902461538457
NCO30,OUT010,522.9288314285714
FDM25,OUT046,2791.0116160377356
NCN41,OUT049,2154.952615195072
FDU24,OUT045,1550.5662553846148
FDZ50,OUT046,3385.561105389219
FDP45,OUT013,4171.458933333333
NCM54,OUT045,1745.6016378378379
FDW10,OUT019,400.1679933333333
FDP20,OUT017,2154.952615195072
FDK32,OUT046,2791.581775333334
FDN52,OUT049,1277.6440901960793
FDM58,OUT045,1708.8474512621385
FDZ46,OUT027,3044.0779515151517
NCA18,OUT018,1849.3513344827581
FDD35,OUT046,2154.952615195072
NCK31,OUT035,663.4091727272729
FDI40,OUT027,2496.586470175438
FDT50,OUT019,248.15902461538457
NCT06,OUT046,2791.581775333334
FDT31,OUT035,2713.1569494505493
FDT45,OUT049,988.851949565217
FDT13,OUT045,3076.075090712743
FDO50,OUT045,1277.6440901960793
NCU18,OUT010,286.9372305084746
NCR54,OUT049,3076.075090712743
NCO18,OUT018,2791.0116160377356
FDU09,OUT045,851.7416346938776
FDT13,OUT018,3076.075090712743
FDE09,OUT046,1708.8474512621385
NCK53,OUT019,248.15902461538457
FDG45,OUT049,3706.4460662983406
DRH15,OUT035,666.3033320574154
FDO21,OUT019,672.8019966666668
FDD14,OUT027,4848.238105882354
FDC09,OUT046,1708.8474512621385
FDH45,OUT027,957.4485323943661
FDV32,OUT046,1171.952739130435
FDG12,OUT035,2154.952615195072
FDS32,OUT013,2154.952615195072
NCL55,OUT018,3635.617272131147
DRE01,OUT035,3706.4460662983406
DRE15,OUT049,1277.6440901960793
NCL42,OUT045,4124.236894170403
FDP31,OUT013,994.1082758620691
FDN33,OUT018,1550.5662553846148
FDZ59,OUT046,2381.1152733893537
FDE45,OUT010,453.0593789473684
FDJ07,OUT013,1922.149381714285
FDQ45,OUT018,2713.1569494505493
FDM33,OUT027,5809.942989655171
FDO15,OUT010,179.43310000000005
FDM46,OUT013,1444.8818348484851
FDR03,OUT045,4124.236894170403
FDY49,OUT018,2399.630043478261
FDQ60,OUT045,1932.7485241379306
FDW10,OUT049,3328.0164318181846
FDO51,OUT049,666.3033320574154
FDJ40,OUT018,1264.5144851851855
FDS20,OUT018,3385.561105389219
FDU45,OUT013,1922.149381714285
FDV02,OUT035,2791.581775333334
FDN09,OUT046,4124.236894170403
NCM55,OUT027,5809.942989655171
FDN23,OUT018,2002.6864520000006
FDY31,OUT010,390.2942169491527
FDW03,OUT010,189.825821875
FDD14,OUT046,3385.561105389219
FDV23,OUT017,2154.952615195072
DRI03,OUT045,2694.563935714286
FDN13,OUT035,1708.8474512621385
FDF45,OUT027,1703.0223195652177
FDU46,OUT035,1277.6440901960793
FDB57,OUT049,3643.5197259842525
FDV12,OUT049,1708.8474512621385
FDQ58,OUT013,2381.1152733893537
NCA18,OUT017,1922.149381714285
FDH52,OUT049,851.7416346938776
FDM24,OUT018,2002.6864520000006
NCP43,OUT027,4848.238105882354
NCO18,OUT019,453.0593789473684
FDM32,OUT017,1277.6440901960793
NCL07,OUT017,578.5896439716313
FDK03,OUT013,4171.458933333333
FDP59,OUT017,1708.8474512621385
FDQ24,OUT049,4658.686701052633
FDQ16,OUT018,1264.5144851851855
FDU44,OUT013,2791.581775333334
FDH28,OUT010,89.83445208333332
FDV28,OUT019,89.83445208333332
FDM22,OUT045,988.851949565217
FDR56,OUT046,3076.075090712743
FDV39,OUT049,2713.1569494505493
FDU37,OUT019,145.95815555555558
FDQ11,OUT010,519.5903199999999
FDX02,OUT045,4124.236894170403
NCS42,OUT018,1277.6440901960793
FDY57,OUT027,2496.586470175438
FDB21,OUT049,3706.4460662983406
FDE28,OUT017,3706.4460662983406
FDQ55,OUT017,1922.149381714285
FDA48,OUT049,3706.4460662983406
FDZ19,OUT045,2791.0116160377356
NCC43,OUT045,3752.764178947369
NCV18,OUT046,1550.5662553846148
NCA42,OUT018,2399.630043478261
FDY45,OUT046,4021.547234615386
NCC30,OUT045,2791.0116160377356
FDM57,OUT013,1444.8818348484851
FDL09,OUT010,453.0593789473684
FDB09,OUT027,3426.1036478873234
FDT44,OUT035,2154.952615195072
NCT06,OUT027,4208.562772307692
FDX26,OUT049,3385.561105389219
FDK32,OUT013,2791.581775333334
DRA12,OUT046,2154.952615195072
FDO46,OUT010,522.9288314285714
FDE52,OUT013,1277.6440901960793
NCH42,OUT045,3643.5197259842525
FDV08,OUT035,666.3033320574154
FDB47,OUT018,3389.185807547169
FDC28,OUT010,335.7111555555556
FDD22,OUT046,1922.149381714285
FDS07,OUT027,3044.0779515151517
DRI13,OUT045,4124.236894170403
FDG32,OUT018,3389.185807547169
FDU14,OUT017,4021.547234615386
FDD28,OUT019,145.95815555555558
NCP41,OUT017,1708.8474512621385
FDS08,OUT049,2791.0116160377356
FDX47,OUT045,2381.1152733893537
FDC53,OUT019,248.15902461538457
FDQ19,OUT035,4124.236894170403
FDL14,OUT045,2381.1152733893537
FDM33,OUT019,560.2469214285715
FDA51,OUT045,1932.7485241379306
FDZ27,OUT018,663.4091727272729
FDT04,OUT046,666.3033320574154
DRC13,OUT049,2154.952615195072
FDR16,OUT027,5273.4329108108095
FDQ03,OUT027,6318.503775257731
FDE38,OUT035,2381.1152733893537
DRH23,OUT027,1703.0223195652177
FDT11,OUT019,522.9288314285714
FDD09,OUT035,2398.4804807692312
FDR40,OUT045,1277.6440901960793
FDX07,OUT017,3385.561105389219
FDR07,OUT035,1708.8474512621385
FDA51,OUT017,1922.149381714285
FDT59,OUT019,560.2469214285715
FDF20,OUT017,3076.075090712743
FDR13,OUT045,1745.6016378378379
FDY26,OUT049,4124.236894170403
FDW04,OUT017,2154.952615195072
FDK52,OUT017,3706.4460662983406
FDN60,OUT049,2791.581775333334
FDM09,OUT019,453.0593789473684
FDP46,OUT049,1277.6440901960793
FDB50,OUT019,145.95815555555558
NCQ29,OUT049,3752.764178947369
FDP16,OUT027,6318.503775257731
FDX33,OUT018,2399.630043478261
FDP07,OUT010,428.5447307692308
FDN22,OUT046,3752.764178947369
FDF39,OUT049,4171.458933333333
FDS21,OUT017,988.851949565217
NCM42,OUT013,1708.8474512621385
FDK50,OUT019,400.1679933333333
DRF13,OUT027,4208.562772307692
FDH35,OUT018,2399.630043478261
FDP60,OUT018,1264.5144851851855
DRJ49,OUT027,3426.1036478873234
NCT42,OUT019,310.31986857142846
FDE38,OUT049,2381.1152733893537
FDI04,OUT049,3076.075090712743
NCH54,OUT045,2791.581775333334
FDT56,OUT049,988.851949565217
DRD15,OUT018,3389.185807547169
FDV58,OUT013,3076.075090712743
FDP21,OUT049,3076.075090712743
FDH05,OUT013,3383.8741489795916
FDR10,OUT027,4208.562772307692
NCP06,OUT045,2453.7477006993004
FDF33,OUT049,1708.8474512621385
DRK37,OUT013,3076.075090712743
DRH49,OUT045,1277.6440901960793
FDT58,OUT013,2381.1152733893537
FDD41,OUT018,1480.8624962962965
FDP40,OUT018,1480.8624962962965
FDM51,OUT027,2496.586470175438
FDO45,OUT010,189.825821875
FDW33,OUT010,189.825821875
FDY24,OUT045,851.7416346938776
FDB10,OUT010,560.2469214285715
FDM40,OUT035,2154.952615195072
NCI06,OUT017,3385.561105389219
FDW12,OUT019,310.31986857142846
FDX48,OUT027,4208.562772307692
NCW05,OUT027,2496.586470175438
FDX27,OUT017,1461.8437959999997
DRM37,OUT045,3076.075090712743
FDA38,OUT045,3643.5197259842525
FDR36,OUT046,666.3033320574154
FDZ45,OUT046,3076.075090712743
FDG05,OUT017,2381.1152733893537
FDK28,OUT013,4658.686701052633
FDV47,OUT045,1277.6440901960793
FDN21,OUT045,2453.7477006993004
FDP20,OUT027,3426.1036478873234
FDI35,OUT045,3385.561105389219
DRY23,OUT013,666.3033320574154
FDA56,OUT017,2154.952615195072
FDB09,OUT013,2154.952615195072
NCO26,OUT027,3044.0779515151517
FDQ49,OUT018,2399.630043478261
FDI52,OUT027,3426.1036478873234
FDZ44,OUT027,3044.0779515151517
FDZ09,OUT018,2399.630043478261
FDY03,OUT049,1922.149381714285
NCG42,OUT017,2154.952615195072
DRI13,OUT027,5809.942989655171
FDQ32,OUT013,2154.952615195072
FDW16,OUT035,1444.8818348484851
FDU27,OUT046,810.6187369565213
FDR28,OUT010,453.0593789473684
FDQ49,OUT010,390.2942169491527
FDS37,OUT046,1922.149381714285
FDW26,OUT018,3389.185807547169
FDX12,OUT018,2887.6944439999997
NCP06,OUT013,2453.7477006993004
FDW45,OUT010,390.2942169491527
NCN30,OUT049,1708.8474512621385
FDN24,OUT049,988.851949565217
NCL41,OUT027,957.4485323943661
FDR02,OUT019,243.2441552941177
FDD09,OUT010,400.1679933333333
FDS33,OUT010,189.825821875
FDU22,OUT045,1932.7485241379306
FDI53,OUT013,2381.1152733893537
DRH01,OUT049,2791.0116160377356
FDX32,OUT013,2154.952615195072
NCP30,OUT018,399.83953199999996
FDB60,OUT045,3076.075090712743
FDB14,OUT049,1277.6440901960793
NCP02,OUT035,851.7416346938776
FDJ10,OUT017,2154.952615195072
FDG34,OUT046,1708.8474512621385
NCB18,OUT017,1444.8818348484851
FDM16,OUT049,994.1082758620691
FDW25,OUT018,1550.5662553846148
FDB35,OUT010,189.825821875
DRN11,OUT013,2154.952615195072
FDF41,OUT019,560.2469214285715
FDH16,OUT045,1277.6440901960793
NCQ50,OUT018,2887.6944439999997
DRH23,OUT018,750.9352119047619
DRJ37,OUT013,2381.1152733893537
DRJ24,OUT027,5273.4329108108095
FDY16,OUT035,3385.561105389219
FDQ27,OUT045,1708.8474512621385
FDZ33,OUT045,2381.1152733893537
FDF29,OUT045,1745.6016378378379
FDA08,OUT049,2381.1152733893537
FDG31,OUT046,1171.952739130435
FDE34,OUT019,428.5447307692308
NCR30,OUT027,1703.0223195652177
FDV33,OUT035,4171.458933333333
DRZ24,OUT018,1849.3513344827581
NCL54,OUT035,2694.563935714286
FDR12,OUT049,2791.0116160377356
NCC54,OUT046,3383.8741489795916
DRN59,OUT013,810.6187369565213
FDX50,OUT019,286.9372305084746
FDV31,OUT027,5273.4329108108095
NCA29,OUT027,4471.840731343285
FDW60,OUT049,3328.0164318181846
FDX08,OUT017,3385.561105389219
DRD49,OUT013,3383.8741489795916
FDD33,OUT046,3383.8741489795916
FDW35,OUT013,666.3033320574154
FDJ36,OUT017,1708.8474512621385
FDV51,OUT035,2791.581775333334
FDW36,OUT046,1708.8474512621385
FDH35,OUT046,2453.7477006993004
NCS30,OUT027,3426.1036478873234
FDN49,OUT017,666.3033320574154
FDL08,OUT018,2887.6944439999997
FDI09,OUT013,3383.8741489795916
FDP19,OUT018,1683.5727341463416
FDU21,OUT010,89.83445208333332
NCP41,OUT045,1708.8474512621385
FDY10,OUT013,1922.149381714285
FDP12,OUT018,399.83953199999996
NCN26,OUT049,1922.149381714285
FDK44,OUT013,3328.0164318181846
FDC28,OUT049,1461.8437959999997
FDJ41,OUT027,6318.503775257731
NCT29,OUT035,2154.952615195072
NCH42,OUT019,519.5903199999999
FDU60,OUT018,2399.630043478261
FDS02,OUT045,3076.075090712743
FDC51,OUT046,2154.952615195072
FDU03,OUT013,3385.561105389219
FDX39,OUT045,4124.236894170403
NCY05,OUT010,89.83445208333332
NCL06,OUT027,6318.503775257731
FDD32,OUT035,1277.6440901960793
NCN41,OUT045,1745.6016378378379
NCX53,OUT049,2154.952615195072
FDU57,OUT019,310.31986857142846
FDQ23,OUT046,1708.8474512621385
FDQ52,OUT045,4658.686701052633
FDC14,OUT045,666.3033320574154
FDY09,OUT035,2791.0116160377356
FDQ28,OUT045,2791.581775333334
FDV25,OUT046,4124.236894170403
FDJ07,OUT035,1922.149381714285
DRB25,OUT049,1708.8474512621385
FDK52,OUT019,560.2469214285715
FDY52,OUT027,1703.0223195652177
FDB28,OUT046,3076.075090712743
FDT36,OUT035,578.5896439716313
FDV25,OUT017,4124.236894170403
NCN07,OUT027,3426.1036478873234
FDC57,OUT017,3076.075090712743
FDQ03,OUT018,3389.185807547169
FDU23,OUT017,2791.581775333334
NCX41,OUT035,4124.236894170403
NCD06,OUT035,810.6187369565213
FDW08,OUT045,1461.8437959999997
NCU29,OUT017,2868.3577843137255
NCE06,OUT013,2381.1152733893537
FDV52,OUT010,286.9372305084746
FDB02,OUT017,3328.0164318181846
NCR18,OUT045,666.3033320574154
FDK16,OUT049,1708.8474512621385
NCQ29,OUT010,672.8019966666668
FDZ01,OUT019,248.15902461538457
FDW27,OUT035,2381.1152733893537
FDD17,OUT018,2887.6944439999997
FDW39,OUT013,2694.563935714286
DRH59,OUT045,1171.952739130435
FDS52,OUT013,1708.8474512621385
FDU40,OUT027,4848.238105882354
NCF54,OUT013,2791.0116160377356
FDH46,OUT045,1708.8474512621385
NCP14,OUT049,1708.8474512621385
FDH50,OUT049,3385.561105389219
DRF15,OUT010,390.2942169491527
FDV27,OUT027,2278.1195568627454
NCJ06,OUT049,2154.952615195072
FDN02,OUT018,3389.185807547169
FDQ51,OUT049,810.6187369565213
FDQ07,OUT017,3706.4460662983406
FDS45,OUT049,1708.8474512621385
NCJ06,OUT045,1745.6016378378379
FDD36,OUT035,1922.149381714285
FDY25,OUT045,3385.561105389219
FDU52,OUT046,2381.1152733893537
DRK47,OUT017,3706.4460662983406
NCL30,OUT017,2154.952615195072
FDN22,OUT035,3752.764178947369
NCF30,OUT027,3426.1036478873234
FDK03,OUT035,4171.458933333333
FDT45,OUT017,988.851949565217
NCC54,OUT027,6318.503775257731
FDP08,OUT018,3076.075090712743
FDU44,OUT046,2791.581775333334
DRG39,OUT035,988.851949565217
