Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS60,OUT027,5329.314724444443
NCO06,OUT017,583.8145788617884
FDO16,OUT035,1435.9121343749994
FDC60,OUT049,1458.4550080536917
FDA48,OUT018,3327.952582926831
FDZ36,OUT027,5329.314724444443
FDK27,OUT045,1827.832845454545
FDW23,OUT018,507.04640366972455
FDM14,OUT018,1372.6884907407411
FDM14,OUT013,1649.2997860000005
FDW60,OUT018,3259.56208490566
FDE21,OUT013,1922.1493817142846
NCM42,OUT035,1682.2122382352939
FDY59,OUT010,219.2185209302326
DRI49,OUT049,1202.6567333333332
FDT28,OUT019,346.89728372093043
FDQ22,OUT018,507.04640366972455
FDR60,OUT049,1202.6567333333332
FDC50,OUT019,219.2185209302326
FDV24,OUT013,2503.501336448599
DRF48,OUT010,482.6995426229506
FDQ47,OUT046,583.8145788617884
DRN36,OUT049,1573.0706258064517
NCY06,OUT035,1987.2510486486474
FDE52,OUT035,1435.9121343749994
NCB54,OUT045,1827.832845454545
NCF31,OUT035,2286.413267368423
FDJ08,OUT027,5329.314724444443
NCC07,OUT017,1682.2122382352939
NCD19,OUT027,1378.2631852760744
FDL46,OUT049,1987.2510486486474
FDM20,OUT045,4340.218358415841
NCI06,OUT010,425.93559145299173
DRM11,OUT035,4433.304032653059
NCH07,OUT018,2232.84702184874
FDS23,OUT013,2142.7435709401716
FDO49,OUT018,713.8586545454551
FDS35,OUT049,1103.186213333333
DRK39,OUT045,1435.9121343749994
DRI39,OUT049,796.6402682539677
FDV04,OUT017,2503.501336448599
NCN14,OUT035,3384.1080642424226
FDH08,OUT013,3643.5197259842507
FDS20,OUT046,3384.1080642424226
FDV40,OUT049,1103.186213333333
FDZ48,OUT010,281.4820818181818
FDS24,OUT027,2517.882088484848
FDK44,OUT049,2552.0052351851864
FDS48,OUT045,3053.0998777777777
FDK26,OUT010,482.6995426229506
FDD23,OUT045,3391.591252727272
NCH54,OUT017,2644.4778427083343
NCP14,OUT010,219.2185209302326
FDM60,OUT010,92.67548155339804
FDV24,OUT017,2503.501336448599
FDH08,OUT018,3327.952582926831
FDS12,OUT027,3242.062071532848
FDR39,OUT027,5329.314724444443
FDP12,OUT027,1378.2631852760744
DRF60,OUT027,6280.89088
FDC09,OUT035,1682.2122382352939
FDF50,OUT018,2893.8398258992797
FDG28,OUT035,4340.218358415841
NCE19,OUT017,935.0323883040932
NCM53,OUT010,281.4820818181818
NCN18,OUT049,1879.2570116129025
FDF32,OUT035,3130.004904950495
FDF11,OUT013,3945.4325672131163
DRI59,OUT049,4340.218358415841
NCG54,OUT035,2644.4778427083343
FDM44,OUT046,1573.0706258064517
FDT57,OUT018,3327.952582926831
FDV24,OUT046,2503.501336448599
FDI50,OUT019,584.7577647727273
FDS09,OUT035,713.8586545454551
NCC31,OUT027,4117.317712631578
FDQ07,OUT019,584.7577647727273
FDC22,OUT017,3391.591252727272
FDZ56,OUT046,2644.4778427083343
FDZ40,OUT019,165.91858165137606
FDS46,OUT027,3242.062071532848
DRD24,OUT045,1827.832845454545
FDV45,OUT017,2939.3484761904747
FDL26,OUT045,3053.0998777777777
FDA56,OUT018,1752.2524400000002
FDN27,OUT046,1922.1493817142846
FDM20,OUT049,4340.218358415841
FDO16,OUT017,1435.9121343749994
FDL03,OUT035,3130.004904950495
FDE58,OUT046,1922.1493817142846
FDI02,OUT027,3242.062071532848
NCC55,OUT019,92.67548155339804
FDR03,OUT018,3327.952582926831
FDB14,OUT017,1284.7897668711655
FDR45,OUT013,3945.4325672131163
NCN07,OUT017,2243.6695967213113
FDM51,OUT019,219.2185209302326
FDT52,OUT027,6280.89088
FDL26,OUT046,3053.0998777777777
NCZ42,OUT046,3945.4325672131163
DRI47,OUT019,346.89728372093043
FDW40,OUT013,2309.2007980000003
FDN34,OUT046,3053.0998777777777
FDS01,OUT035,2778.589317525773
NCG55,OUT045,1827.832845454545
FDC11,OUT035,1284.7897668711655
FDX35,OUT018,3327.952582926831
NCB06,OUT046,2644.4778427083343
FDR09,OUT019,584.7577647727273
FDC53,OUT017,1573.0706258064517
FDY45,OUT013,4433.304032653059
FDA22,OUT010,425.93559145299173
FDE02,OUT035,1573.0706258064517
FDW21,OUT045,1461.8437959999997
FDV34,OUT046,1103.186213333333
FDS59,OUT049,1879.2570116129025
NCW17,OUT017,2243.6695967213113
NCK54,OUT046,1922.1493817142846
FDG17,OUT019,584.7577647727273
FDG35,OUT017,3259.56208490566
FDD08,OUT010,92.67548155339804
NCO07,OUT017,3643.5197259842507
FDJ10,OUT010,281.4820818181818
FDW36,OUT017,1573.0706258064517
FDW21,OUT010,219.2185209302326
FDY19,OUT017,1922.1493817142846
DRE03,OUT013,798.2176035398228
NCC55,OUT049,677.1027476190476
FDH52,OUT010,165.91858165137606
FDO09,OUT017,4034.300306896551
FDU43,OUT045,4340.218358415841
FDX09,OUT010,425.93559145299173
FDH40,OUT019,219.2185209302326
FDW58,OUT017,1573.0706258064517
FDC47,OUT017,3737.2957751824824
NCR41,OUT035,1461.8437959999997
DRG49,OUT035,3737.2957751824824
FDC52,OUT027,4117.317712631578
FDY13,OUT046,1103.186213333333
FDY35,OUT013,507.04640366972455
FDI35,OUT017,3384.1080642424226
NCU18,OUT049,2309.2007980000003
FDY33,OUT018,2232.84702184874
FDC15,OUT027,4117.317712631578
FDU01,OUT049,2752.9709346534664
NCU42,OUT046,2649.110232432434
NCV29,OUT018,3259.56208490566
NCY30,OUT017,3384.1080642424226
FDQ46,OUT049,1649.2997860000005
FDG58,OUT027,4117.317712631578
FDK33,OUT017,3643.5197259842507
NCD07,OUT045,1827.832845454545
NCX29,OUT027,4117.317712631578
NCT42,OUT013,2649.110232432434
DRN59,OUT035,798.2176035398228
FDI44,OUT035,1284.7897668711655
FDA45,OUT049,2552.0052351851864
FDP31,OUT045,1103.186213333333
FDY01,OUT046,1922.1493817142846
FDT09,OUT018,1752.2524400000002
DRH03,OUT027,2517.882088484848
FDA36,OUT018,2752.9709346534664
NCF31,OUT017,2286.413267368423
FDG14,OUT049,2286.413267368423
FDG28,OUT027,6280.89088
FDU14,OUT049,4433.304032653059
FDY47,OUT019,281.4820818181818
FDI56,OUT049,1458.4550080536917
DRD01,OUT013,796.6402682539677
FDM22,OUT046,935.0323883040932
FDH33,OUT013,507.04640366972455
DRZ24,OUT013,1922.1493817142846
NCQ38,OUT046,1682.2122382352939
FDO16,OUT027,2517.882088484848
FDU07,OUT027,4117.317712631578
NCB07,OUT013,2893.8398258992797
FDU48,OUT045,1827.832845454545
NCM43,OUT045,2644.4778427083343
FDR31,OUT010,346.89728372093043
DRK49,OUT018,507.04640366972455
NCI30,OUT010,584.7577647727273
DRD60,OUT017,3384.1080642424226
NCG19,OUT046,3454.0625591549283
FDH12,OUT035,1573.0706258064517
FDM32,OUT035,1284.7897668711655
FDM27,OUT035,3053.0998777777777
NCU53,OUT027,4117.317712631578
NCQ18,OUT046,1879.2570116129025
FDS10,OUT013,2552.0052351851864
FDB33,OUT027,4117.317712631578
FDI12,OUT013,1435.9121343749994
NCW42,OUT013,4340.218358415841
NCC06,OUT018,1752.2524400000002
FDW02,OUT017,1987.2510486486474
NCD43,OUT017,1682.2122382352939
FDM57,OUT018,1202.6567333333332
FDA58,OUT017,3737.2957751824824
FDK56,OUT046,3384.1080642424226
FDP52,OUT045,4340.218358415841
FDW20,OUT018,1752.2524400000002
FDS52,OUT049,1573.0706258064517
NCT29,OUT018,1752.2524400000002
NCL54,OUT013,2552.0052351851864
FDC05,OUT045,3130.004904950495
FDF34,OUT035,2752.9709346534664
FDP03,OUT027,3242.062071532848
FDD32,OUT010,219.2185209302326
FDZ10,OUT045,1827.832845454545
FDZ40,OUT035,935.0323883040932
FDD51,OUT018,507.04640366972455
NCY30,OUT019,425.93559145299173
FDP58,OUT017,3737.2957751824824
FDV49,OUT017,4433.304032653059
FDY24,OUT019,165.91858165137606
NCO55,OUT017,1879.2570116129025
FDR13,OUT017,1922.1493817142846
FDS51,OUT017,935.0323883040932
FDP26,OUT045,1461.8437959999997
NCB54,OUT027,3242.062071532848
FDF32,OUT017,3130.004904950495
FDN31,OUT018,2893.8398258992797
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.7477006993004
DRL01,OUT046,3454.0625591549283
FDV56,OUT049,1682.2122382352939
DRH13,OUT027,2517.882088484848
FDA03,OUT017,2453.7477006993004
FDF47,OUT027,5329.314724444443
FDX32,OUT046,3053.0998777777777
FDX57,OUT049,1879.2570116129025
NCA30,OUT045,2939.3484761904747
FDO49,OUT013,713.8586545454551
FDL04,OUT019,219.2185209302326
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3454.0625591549283
NCC19,OUT018,2893.8398258992797
NCE42,OUT045,3945.4325672131163
FDY24,OUT017,935.0323883040932
FDH19,OUT049,2778.589317525773
FDJ46,OUT013,2552.0052351851864
FDN45,OUT010,584.7577647727273
FDY08,OUT035,2142.7435709401716
FDZ37,OUT035,1435.9121343749994
NCT30,OUT045,798.2176035398228
DRY23,OUT018,507.04640366972455
NCZ30,OUT018,1752.2524400000002
FDC44,OUT018,1752.2524400000002
FDB45,OUT035,1573.0706258064517
FDY04,OUT013,2644.4778427083343
FDM27,OUT046,3053.0998777777777
FDZ43,OUT017,4340.218358415841
FDT39,OUT019,346.89728372093043
NCC06,OUT019,281.4820818181818
FDL15,OUT027,4117.317712631578
FDL57,OUT017,4034.300306896551
FDU08,OUT046,1573.0706258064517
FDK40,OUT017,4433.304032653059
FDQ12,OUT010,584.7577647727273
FDS48,OUT017,3053.0998777777777
FDP09,OUT045,3643.5197259842507
FDW21,OUT049,1461.8437959999997
FDY25,OUT035,3384.1080642424226
DRE13,OUT017,1458.4550080536917
FDV43,OUT019,92.67548155339804
FDD22,OUT045,1649.2997860000005
FDM46,OUT019,219.2185209302326
NCO30,OUT010,482.6995426229506
FDM25,OUT046,2778.589317525773
NCN41,OUT049,1987.2510486486474
FDU24,OUT045,1435.9121343749994
FDZ50,OUT046,3384.1080642424226
FDP45,OUT013,4034.300306896551
NCM54,OUT045,1827.832845454545
FDW10,OUT019,425.93559145299173
FDP20,OUT017,1987.2510486486474
FDK32,OUT046,3053.0998777777777
FDN52,OUT049,1202.6567333333332
FDM58,OUT045,1879.2570116129025
FDZ46,OUT027,3242.062071532848
NCA18,OUT018,1752.2524400000002
FDD35,OUT046,2243.6695967213113
NCK31,OUT035,713.8586545454551
FDI40,OUT027,2517.882088484848
FDT50,OUT019,219.2185209302326
NCT06,OUT046,3053.0998777777777
FDT31,OUT035,2752.9709346534664
FDT45,OUT049,796.6402682539677
FDT13,OUT045,2939.3484761904747
FDO50,OUT045,1284.7897668711655
NCU18,OUT010,281.4820818181818
NCR54,OUT049,3130.004904950495
NCO18,OUT018,2778.589317525773
FDU09,OUT045,935.0323883040932
FDT13,OUT018,2893.8398258992797
FDE09,OUT046,1649.2997860000005
NCK53,OUT019,219.2185209302326
FDG45,OUT049,3454.0625591549283
DRH15,OUT035,677.1027476190476
FDO21,OUT019,584.7577647727273
FDD14,OUT027,5329.314724444443
FDC09,OUT046,1682.2122382352939
FDH45,OUT027,1378.2631852760744
FDV32,OUT046,1103.186213333333
FDG12,OUT035,2243.6695967213113
FDS32,OUT013,2309.2007980000003
NCL55,OUT018,3327.952582926831
DRE01,OUT035,3737.2957751824824
DRE15,OUT049,1202.6567333333332
NCL42,OUT045,4340.218358415841
FDP31,OUT013,1103.186213333333
FDN33,OUT018,1202.6567333333332
FDZ59,OUT046,2503.501336448599
FDE45,OUT010,425.93559145299173
FDJ07,OUT013,1922.1493817142846
FDQ45,OUT018,2752.9709346534664
FDM33,OUT027,5329.314724444443
FDO15,OUT010,165.91858165137606
FDM46,OUT013,1458.4550080536917
FDR03,OUT045,3945.4325672131163
FDY49,OUT018,2232.84702184874
FDQ60,OUT045,1827.832845454545
FDW10,OUT049,3259.56208490566
FDO51,OUT049,677.1027476190476
FDJ40,OUT018,1372.6884907407411
FDS20,OUT018,3384.1080642424226
FDU45,OUT013,1922.1493817142846
FDV02,OUT035,2644.4778427083343
FDN09,OUT046,3945.4325672131163
NCM55,OUT027,5329.314724444443
FDN23,OUT018,2232.84702184874
FDY31,OUT010,346.89728372093043
FDW03,OUT010,219.2185209302326
FDD14,OUT046,3384.1080642424226
FDV23,OUT017,2142.7435709401716
DRI03,OUT045,2552.0052351851864
FDN13,OUT035,1573.0706258064517
FDF45,OUT027,1378.2631852760744
FDU46,OUT035,1435.9121343749994
FDB57,OUT049,3643.5197259842507
FDV12,OUT049,1879.2570116129025
FDQ58,OUT013,2649.110232432434
NCA18,OUT017,1922.1493817142846
FDH52,OUT049,796.6402682539677
FDM24,OUT018,2232.84702184874
NCP43,OUT027,5329.314724444443
NCO18,OUT019,425.93559145299173
FDM32,OUT017,1284.7897668711655
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4034.300306896551
FDP59,OUT017,1879.2570116129025
FDQ24,OUT049,4433.304032653059
FDQ16,OUT018,1372.6884907407411
FDU44,OUT013,2644.4778427083343
FDH28,OUT010,92.67548155339804
FDV28,OUT019,92.67548155339804
FDM22,OUT045,935.0323883040932
FDR56,OUT046,3130.004904950495
FDV39,OUT049,2752.9709346534664
FDU37,OUT019,165.91858165137606
FDQ11,OUT010,584.7577647727273
FDX02,OUT045,4340.218358415841
NCS42,OUT018,1202.6567333333332
FDY57,OUT027,2517.882088484848
FDB21,OUT049,3454.0625591549283
FDE28,OUT017,3737.2957751824824
FDQ55,OUT017,1922.1493817142846
FDA48,OUT049,3454.0625591549283
FDZ19,OUT045,2778.589317525773
NCC43,OUT045,4034.300306896551
NCV18,OUT046,1458.4550080536917
NCA42,OUT018,2232.84702184874
FDY45,OUT046,4433.304032653059
NCC30,OUT045,2778.589317525773
FDM57,OUT013,1458.4550080536917
FDL09,OUT010,425.93559145299173
FDB09,OUT027,3242.062071532848
FDT44,OUT035,2142.7435709401716
NCT06,OUT027,4117.317712631578
FDX26,OUT049,3384.1080642424226
FDK32,OUT013,3053.0998777777777
DRA12,OUT046,2309.2007980000003
FDO46,OUT010,482.6995426229506
FDE52,OUT013,1435.9121343749994
NCH42,OUT045,3643.5197259842507
FDV08,OUT035,677.1027476190476
FDB47,OUT018,3327.952582926831
FDC28,OUT010,281.4820818181818
FDD22,OUT046,1922.1493817142846
FDS07,OUT027,3242.062071532848
DRI13,OUT045,3945.4325672131163
FDG32,OUT018,3327.952582926831
FDU14,OUT017,4433.304032653059
FDD28,OUT019,165.91858165137606
NCP41,OUT017,1682.2122382352939
FDS08,OUT049,2778.589317525773
FDX47,OUT045,2286.413267368423
FDC53,OUT019,219.2185209302326
FDQ19,OUT035,3945.4325672131163
FDL14,OUT045,2286.413267368423
FDM33,OUT019,584.7577647727273
FDA51,OUT045,1827.832845454545
FDZ27,OUT018,713.8586545454551
FDT04,OUT046,677.1027476190476
DRC13,OUT049,2243.6695967213113
FDR16,OUT027,5329.314724444443
FDQ03,OUT027,6280.89088
FDE38,OUT035,2286.413267368423
DRH23,OUT027,1378.2631852760744
FDT11,OUT019,482.6995426229506
FDD09,OUT035,2552.0052351851864
FDR40,OUT045,1435.9121343749994
FDX07,OUT017,3384.1080642424226
FDR07,OUT035,1573.0706258064517
FDA51,OUT017,1922.1493817142846
FDT59,OUT019,584.7577647727273
FDF20,OUT017,3130.004904950495
FDR13,OUT045,1827.832845454545
FDY26,OUT049,3945.4325672131163
FDW04,OUT017,1987.2510486486474
FDK52,OUT017,3737.2957751824824
FDN60,OUT049,2644.4778427083343
FDM09,OUT019,425.93559145299173
FDP46,OUT049,1202.6567333333332
FDB50,OUT019,165.91858165137606
NCQ29,OUT049,4034.300306896551
FDP16,OUT027,6280.89088
FDX33,OUT018,2232.84702184874
FDP07,OUT010,482.6995426229506
FDN22,OUT046,4034.300306896551
FDF39,OUT049,4034.300306896551
FDS21,OUT017,935.0323883040932
NCM42,OUT013,1682.2122382352939
FDK50,OUT019,425.93559145299173
DRF13,OUT027,4117.317712631578
FDH35,OUT018,2232.84702184874
FDP60,OUT018,1372.6884907407411
DRJ49,OUT027,3242.062071532848
NCT42,OUT019,346.89728372093043
FDE38,OUT049,2286.413267368423
FDI04,OUT049,3130.004904950495
NCH54,OUT045,2644.4778427083343
FDT56,OUT049,796.6402682539677
DRD15,OUT018,3327.952582926831
FDV58,OUT013,2893.8398258992797
FDP21,OUT049,3391.591252727272
FDH05,OUT013,3454.0625591549283
FDR10,OUT027,4117.317712631578
NCP06,OUT045,2453.7477006993004
FDF33,OUT049,1649.2997860000005
DRK37,OUT013,2893.8398258992797
DRH49,OUT045,1284.7897668711655
FDT58,OUT013,2286.413267368423
FDD41,OUT018,1372.6884907407411
FDP40,OUT018,1372.6884907407411
FDM51,OUT027,2517.882088484848
FDO45,OUT010,219.2185209302326
FDW33,OUT010,219.2185209302326
FDY24,OUT045,935.0323883040932
FDB10,OUT010,584.7577647727273
FDM40,OUT035,2309.2007980000003
NCI06,OUT017,3384.1080642424226
FDW12,OUT019,346.89728372093043
FDX48,OUT027,4117.317712631578
NCW05,OUT027,2517.882088484848
FDX27,OUT017,1461.8437959999997
DRM37,OUT045,3130.004904950495
FDA38,OUT045,3643.5197259842507
FDR36,OUT046,677.1027476190476
FDZ45,OUT046,3130.004904950495
FDG05,OUT017,2286.413267368423
FDK28,OUT013,4433.304032653059
FDV47,OUT045,1284.7897668711655
FDN21,OUT045,2453.7477006993004
FDP20,OUT027,3242.062071532848
FDI35,OUT045,3384.1080642424226
DRY23,OUT013,507.04640366972455
FDA56,OUT017,2243.6695967213113
FDB09,OUT013,1987.2510486486474
NCO26,OUT027,3242.062071532848
FDQ49,OUT018,2232.84702184874
FDI52,OUT027,3242.062071532848
FDZ44,OUT027,3242.062071532848
FDZ09,OUT018,2232.84702184874
FDY03,OUT049,1922.1493817142846
NCG42,OUT017,1987.2510486486474
DRI13,OUT027,5329.314724444443
FDQ32,OUT013,1987.2510486486474
FDW16,OUT035,1458.4550080536917
FDU27,OUT046,798.2176035398228
FDR28,OUT010,425.93559145299173
FDQ49,OUT010,346.89728372093043
FDS37,OUT046,1922.1493817142846
FDW26,OUT018,3327.952582926831
FDX12,OUT018,3327.952582926831
NCP06,OUT013,2453.7477006993004
FDW45,OUT010,346.89728372093043
NCN30,OUT049,1682.2122382352939
FDN24,OUT049,796.6402682539677
NCL41,OUT027,1378.2631852760744
FDR02,OUT019,281.4820818181818
FDD09,OUT010,425.93559145299173
FDS33,OUT010,219.2185209302326
FDU22,OUT045,1827.832845454545
FDI53,OUT013,2503.501336448599
DRH01,OUT049,2778.589317525773
FDX32,OUT013,2309.2007980000003
NCP30,OUT018,507.04640366972455
FDB60,OUT045,3391.591252727272
FDB14,OUT049,1202.6567333333332
NCP02,OUT035,935.0323883040932
FDJ10,OUT017,2309.2007980000003
FDG34,OUT046,1682.2122382352939
NCB18,OUT017,1458.4550080536917
FDM16,OUT049,1103.186213333333
FDW25,OUT018,1202.6567333333332
FDB35,OUT010,219.2185209302326
DRN11,OUT013,2309.2007980000003
FDF41,OUT019,584.7577647727273
FDH16,OUT045,1435.9121343749994
NCQ50,OUT018,3327.952582926831
DRH23,OUT018,796.6402682539677
DRJ37,OUT013,2286.413267368423
DRJ24,OUT027,5329.314724444443
FDY16,OUT035,3384.1080642424226
FDQ27,OUT045,1879.2570116129025
FDZ33,OUT045,2503.501336448599
FDF29,OUT045,1827.832845454545
FDA08,OUT049,2286.413267368423
FDG31,OUT046,1103.186213333333
FDE34,OUT019,482.6995426229506
NCR30,OUT027,1378.2631852760744
FDV33,OUT035,4034.300306896551
DRZ24,OUT018,1752.2524400000002
NCL54,OUT035,2552.0052351851864
FDR12,OUT049,2778.589317525773
NCC54,OUT046,3454.0625591549283
DRN59,OUT013,798.2176035398228
FDX50,OUT019,281.4820818181818
FDV31,OUT027,5329.314724444443
NCA29,OUT027,4117.317712631578
FDW60,OUT049,3259.56208490566
FDX08,OUT017,3384.1080642424226
DRD49,OUT013,3454.0625591549283
FDD33,OUT046,3454.0625591549283
FDW35,OUT013,507.04640366972455
FDJ36,OUT017,1879.2570116129025
FDV51,OUT035,2644.4778427083343
FDW36,OUT046,1649.2997860000005
FDH35,OUT046,2453.7477006993004
NCS30,OUT027,3242.062071532848
FDN49,OUT017,677.1027476190476
FDL08,OUT018,3327.952582926831
FDI09,OUT013,3454.0625591549283
FDP19,OUT018,1752.2524400000002
FDU21,OUT010,92.67548155339804
NCP41,OUT045,1682.2122382352939
FDY10,OUT013,1922.1493817142846
FDP12,OUT018,507.04640366972455
NCN26,OUT049,1922.1493817142846
FDK44,OUT013,3259.56208490566
FDC28,OUT049,1461.8437959999997
FDJ41,OUT027,6280.89088
NCT29,OUT035,1987.2510486486474
NCH42,OUT019,584.7577647727273
FDU60,OUT018,2232.84702184874
FDS02,OUT045,3391.591252727272
FDC51,OUT046,2243.6695967213113
FDU03,OUT013,3384.1080642424226
FDX39,OUT045,4340.218358415841
NCY05,OUT010,92.67548155339804
NCL06,OUT027,6280.89088
FDD32,OUT035,1284.7897668711655
NCN41,OUT045,1827.832845454545
NCX53,OUT049,2309.2007980000003
FDU57,OUT019,346.89728372093043
FDQ23,OUT046,1573.0706258064517
FDQ52,OUT045,4433.304032653059
FDC14,OUT045,677.1027476190476
FDY09,OUT035,2778.589317525773
FDQ28,OUT045,2644.4778427083343
FDV25,OUT046,4340.218358415841
FDJ07,OUT035,1922.1493817142846
DRB25,OUT049,1573.0706258064517
FDK52,OUT019,584.7577647727273
FDY52,OUT027,1378.2631852760744
FDB28,OUT046,3391.591252727272
FDT36,OUT035,583.8145788617884
FDV25,OUT017,4340.218358415841
NCN07,OUT027,3242.062071532848
FDC57,OUT017,2939.3484761904747
FDQ03,OUT018,3327.952582926831
FDU23,OUT017,3053.0998777777777
NCX41,OUT035,3945.4325672131163
NCD06,OUT035,798.2176035398228
FDW08,OUT045,1461.8437959999997
NCU29,OUT017,2649.110232432434
NCE06,OUT013,2503.501336448599
FDV52,OUT010,281.4820818181818
FDB02,OUT017,3259.56208490566
NCR18,OUT045,677.1027476190476
FDK16,OUT049,1573.0706258064517
NCQ29,OUT010,584.7577647727273
FDZ01,OUT019,219.2185209302326
FDW27,OUT035,2503.501336448599
FDD17,OUT018,3327.952582926831
FDW39,OUT013,2552.0052351851864
DRH59,OUT045,1103.186213333333
FDS52,OUT013,1573.0706258064517
FDU40,OUT027,5329.314724444443
NCF54,OUT013,2778.589317525773
FDH46,OUT045,1682.2122382352939
NCP14,OUT049,1879.2570116129025
FDH50,OUT049,3384.1080642424226
DRF15,OUT010,346.89728372093043
FDV27,OUT027,2517.882088484848
NCJ06,OUT049,2243.6695967213113
FDN02,OUT018,3327.952582926831
FDQ51,OUT049,798.2176035398228
FDQ07,OUT017,3737.2957751824824
FDS45,OUT049,1682.2122382352939
NCJ06,OUT045,1827.832845454545
FDD36,OUT035,1922.1493817142846
FDY25,OUT045,3384.1080642424226
FDU52,OUT046,2286.413267368423
DRK47,OUT017,3737.2957751824824
NCL30,OUT017,1987.2510486486474
FDN22,OUT035,4034.300306896551
NCF30,OUT027,3242.062071532848
FDK03,OUT035,4034.300306896551
FDT45,OUT017,935.0323883040932
NCC54,OUT027,6280.89088
FDP08,OUT018,2893.8398258992797
